label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,PSB0042_WS_blank_0,PSB0042_WS_blank_1,PSB0042_WS_blank_2,PSB0042_WS_blank_3,PSB0042_WS_blank_4,PSB0042_WS_blank_5,PSB0042_WS_blank_6,PSB0042_WS_S01_HPLMax_R1,PSB0042_WS_S02_HPLMax_R2,PSB0042_WS_S03_HPLMax_R3,PSB0042_WS_S04_HPLMax_R4,PSB0042_WS_S05_HPLMax_R5,PSB0042_WS_S06_HPLMaxLowGlc_R1,PSB0042_WS_S07_HPLMaxLowGlc_R2,PSB0042_WS_S08_HPLMaxLowGlc_R3,PSB0042_WS_S09_HPLMaxLowGlc_R4,PSB0042_WS_S10_HPLMaxLowGlc_R5,PSB0042_WS_S11_KD_R1,PSB0042_WS_S12_KD_R2,PSB0042_WS_S13_KD_R3,PSB0042_WS_S14_KD_R4,PSB0042_WS_S15_KD_R5,PSB0042_WS_S16_KDHighGlc_R1,PSB0042_WS_S17_KDHighGlc_R2,PSB0042_WS_S18_KDHighGlc_R3,PSB0042_WS_S19_KDHighGlc_R4,PSB0042_WS_S20_KDHighGlc_R5
,171,171,5,144.029266,5.270,0.809099,[M-H]-,,a-Keto-glutaramate (1),C00940,C5H7NO4,-1.000,6.674319,144.029266,46462.96,4601.96,61290.73,19392.29,8039.20,19645.14,31548.57,261888.28,97924.28,198969.06,306965.78,318849.69,294743.44,326059.25,222609.31,281408.22,264724.06,56143.16,143964.84,0.00,218502.08,193496.48,145895.33,58091.19,280820.47,108275.62,107145.27
g,172,172,16,135.030273,2.423,0.814875,[M-H]-,,Hypoxanthine (1),C00262,C5H4N4O,0.077,7.119121,135.030273,3310.82,31244.12,269132.06,227475.89,152436.91,165142.53,106512.55,83132472.00,73046688.00,42964576.00,73305232.00,115373448.00,84156280.00,74249160.00,88624328.00,73930848.00,97058016.00,102308608.00,132423488.00,81961664.00,107384672.00,98443872.00,99134144.00,99356376.00,38535492.00,97663288.00,109735592.00
,173,173,1,135.030182,4.081,0.579825,[M-H]-,,Hypoxanthine (1),C00262,C5H4N4O,1.581,7.797132,135.030182,0.00,9160.21,14849.62,29207.17,14870.20,44865.65,63991.51,787796.75,668637.38,454615.97,658500.50,1565953.50,745349.12,324437.00,1003825.50,769821.81,1004369.25,898338.00,1412675.88,940419.94,1124860.75,1226407.62,1101807.00,991790.25,514990.50,1025872.12,1055306.12
,174,174,21,135.029510,6.269,0.847205,[M-H]-,,Hypoxanthine (1),C00262,C5H4N4O,3.769,12.769217,135.029510,234970.75,7609.15,1106463.75,45844.78,56836.68,59876.66,62770.21,7050564.00,4931342.00,2357295.25,4960070.00,6689603.50,2878539.50,2043070.12,1707375.75,1231634.12,1737794.38,7924192.50,6961957.00,7756944.50,4844342.00,5091172.50,7385050.00,5483787.00,3433938.50,5604777.00,4626088.00
,175,175,1,135.029510,6.778,0.591479,[M-H]-,,Hypoxanthine (1),C00262,C5H4N4O,4.278,12.769217,135.029510,468657.31,64695.91,472929.84,63793.73,33100.70,52128.88,79065.48,2702206.00,2067035.25,678630.94,3361296.50,3317335.50,959812.25,745668.25,506160.62,655405.00,762961.19,2160327.00,3023035.75,5327797.50,2476959.75,3624921.00,3375025.00,2771317.50,3361590.75,2576858.75,803244.81
,176,176,1,135.029480,8.200,0.650114,[M-H]-,,Hypoxanthine (1),C00262,C5H4N4O,5.700,12.995221,135.029480,362076.50,67600.64,160770.64,89575.70,70106.94,111907.61,87292.48,736770.00,1099309.00,282894.97,1123836.38,1552163.12,1483297.00,1173463.12,574672.25,1142739.25,516911.06,1912819.50,1690532.00,1668386.38,1202962.38,694755.12,1630094.12,765506.44,920309.81,1719819.25,1686874.75
,177,177,1,135.029510,8.993,0.500383,[M-H]-,,Hypoxanthine (1),C00262,C5H4N4O,6.493,12.769217,135.029510,219269.75,97275.49,98531.24,32009.22,110164.02,25413.15,59013.38,658382.56,640173.25,92499.62,349095.50,1120800.38,982969.38,589449.31,696422.69,642182.00,610599.19,1045635.19,934833.81,284177.66,843279.94,1162865.50,930300.00,1168930.88,531425.50,709303.00,659216.88
b,178,178,20,135.059113,6.310,0.843784,[M-H]-,,IS_D4GlutAcid_neg,IS_D4GlutAcid_neg,,1.060,7.343555,135.059113,0.00,0.00,9647.75,34937.93,22328.93,27238.36,33217.92,10970086.00,8823461.00,6007509.50,5754573.00,12700271.00,10549743.00,8511300.00,8572346.00,7666127.00,9386468.00,12601513.00,9951066.00,11235984.00,9414528.00,9154426.00,10348548.00,9672859.00,4193872.50,8617199.00,9849331.00
g,179,179,19,134.046204,2.067,0.830221,[M-H]-,,Adenine (1),C00147,C5H5N5,0.067,7.626707,134.046204,1435943.12,3074126.00,21122320.00,20295038.00,19621364.00,12984410.00,11756781.00,233217296.00,185994032.00,331516320.00,164256240.00,215867296.00,210088496.00,233301536.00,225377840.00,270300832.00,280220096.00,280044032.00,290933792.00,456826976.00,295723040.00,273707296.00,218514144.00,241695312.00,117748496.00,240705616.00,299088384.00
,180,180,2,134.046249,8.426,0.696142,[M-H]-,,Adenine (1),C00147,C5H5N5,6.426,7.285213,134.046249,73577.94,106465.77,28290.74,103636.56,86432.58,9045.04,40593.40,1962521.75,1181445.38,53059.69,1019330.75,1490480.12,1910955.00,1561764.50,1253100.25,936764.50,1306562.25,1772893.38,972407.25,1158491.50,1186196.88,1128982.12,1193336.12,1303768.25,426901.75,856973.50,1312373.12
,181,181,3,134.046265,8.904,0.691594,[M-H]-,,Adenine (1),C00147,C5H5N5,6.904,7.171381,134.046265,120541.21,241939.47,52394.10,65066.12,28058.34,15865.70,41608.91,1540058.75,2072340.00,377160.22,2210759.50,1684255.25,2231622.50,2793224.50,2356931.50,3038983.25,2796669.00,2281988.00,2177523.75,2449136.00,2460516.00,2518658.25,2105233.50,2668503.50,649963.62,2329843.50,2605549.25
,182,182,0,133.013229,6.650,0.446933,[M-H]-,,Malic acid (1),C00149,C4H6O5,1.250,7.685935,133.013229,54576620.00,15641290.00,113149968.00,119233744.00,66315180.00,105268080.00,122104584.00,848254400.00,735333248.00,184740576.00,320402560.00,874322880.00,1132726016.00,911377344.00,887782464.00,755663104.00,998164416.00,1315431808.00,1034945920.00,450366336.00,956460672.00,982874432.00,1142311424.00,1169849600.00,620343680.00,1023985088.00,1023923008.00
g,183,183,1,133.013245,6.650,0.500814,[M-H]-,,Malic acid (1),C00149,C4H6O5,1.250,7.571219,133.013245,152512304.00,55768772.00,225983776.00,243574848.00,151532544.00,223006608.00,254688544.00,1333083648.00,1103026688.00,308352640.00,507901664.00,1356050304.00,1646331904.00,1349142400.00,1384683264.00,1106031488.00,1436142592.00,1850656768.00,1535995648.00,673046848.00,1434149632.00,1410763264.00,1595772928.00,1664233984.00,870467648.00,1472724864.00,1474630272.00
g,184,184,18,132.029266,6.414,0.811936,[M-H]-,,L-Aspartic acid (1),C00049,C4H7NO4,0.514,7.280937,132.029266,18949106.00,6289347.50,19085890.00,13453634.00,14387841.00,14214318.00,13490449.00,345575424.00,438683008.00,281223520.00,418711744.00,359198400.00,579671680.00,566797248.00,489512000.00,516462464.00,475375616.00,436501344.00,385684064.00,671703360.00,386536832.00,391827808.00,541757632.00,486948544.00,451809984.00,512889472.00,451373280.00
,185,185,22,132.029266,7.213,0.814290,[M-H]-,,L-Aspartic acid (1),C00049,C4H7NO4,1.313,7.280937,132.029266,4533525.00,1382605.50,3566845.50,1794005.88,3772631.50,4379741.00,4264949.50,53393356.00,97272576.00,66574560.00,114852616.00,79867960.00,107591736.00,107311104.00,100421280.00,136587136.00,88218736.00,68105664.00,84755984.00,281082048.00,84578392.00,108375584.00,98775424.00,95667064.00,123737224.00,83009432.00,89752904.00
,186,186,12,132.029266,8.086,0.785825,[M-H]-,,L-Aspartic acid (1),C00049,C4H7NO4,2.186,7.280937,132.029266,1245302.12,154668.70,541206.25,492733.16,333839.41,269923.53,777591.88,28248982.00,71225232.00,8396560.00,39750180.00,36390836.00,73766968.00,115263720.00,100548384.00,83312312.00,99695552.00,57148704.00,69982888.00,64753260.00,62727164.00,79927432.00,103703448.00,66451768.00,43993096.00,108044680.00,75378848.00
,187,187,1,132.029266,10.527,0.525942,[M-H]-,,L-Aspartic acid (1),C00049,C4H7NO4,4.627,7.280937,132.029266,282290.06,0.00,185665.66,48695.12,116675.39,242886.44,200048.48,496061.84,913850.12,336873.91,665972.00,1165492.62,2220568.75,1724938.38,2150284.50,2522053.25,1432497.62,2889269.75,1157342.00,857644.94,395528.03,903643.94,1188231.12,1156382.00,2352212.50,1799394.38,2337142.50
,188,188,9,131.081696,6.922,0.839912,[M-H]-,,Ornithine (1),C00077,C5H12N2O2,3.378,6.867949,131.081696,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4049571.25,3342414.25,1284128.12,2105152.75,4193433.50,4439099.00,2619920.50,2654819.25,1736412.88,2388344.75,4370254.00,3426668.00,4302720.00,3224604.25,2880957.25,3723375.00,3093585.50,1734331.88,2609061.25,2595587.00
g,189,189,3,131.081604,13.634,0.661606,[M-H]-,,Ornithine (1),C00077,C5H12N2O2,3.334,7.566384,131.081604,16768.76,0.00,172899.05,213025.14,47455.73,157551.64,216752.12,17471174.00,12838736.00,1675361.12,7098256.00,23635242.00,20680826.00,12884409.00,17744616.00,9504648.00,14654366.00,21215644.00,23346168.00,14436594.00,17846652.00,17499544.00,18100834.00,17860632.00,6485476.00,16324029.00,15589013.00
,190,190,1,131.081604,17.665,0.723070,[M-H]-,,Ornithine (1),C00077,C5H12N2O2,7.365,7.566384,131.081604,8752.74,0.00,35965.12,36460.56,7033.15,16596.89,24650.57,731563.69,335863.62,23313.86,578533.81,1045282.12,1018866.50,682161.19,563045.81,269925.03,519480.72,318129.16,806626.50,375410.19,549472.62,381954.78,233835.62,1289138.50,230209.58,346709.47,828401.38
g,191,191,18,131.045197,8.057,0.810183,[M-H]-,,L-Asparagine (1),C00152,C4H8N2O3,2.257,7.801361,131.045197,265904.44,42796.59,15057.09,14281.85,15708.85,22095.15,34186.64,11834393.00,10360041.00,2721339.25,7606260.00,13843634.00,13154065.00,10746692.00,11612351.00,9011843.00,10512964.00,14285839.00,12835817.00,13639644.00,11220760.00,11317750.00,13260598.00,12033813.00,6296312.00,11283980.00,10246501.00
,192,192,11,131.045151,8.121,0.669804,[M-H]-,,L-Asparagine (1),C00152,C4H8N2O3,2.321,8.150676,131.045151,18832.73,27137.79,0.00,0.00,0.00,0.00,0.00,2177191.75,3048682.75,218915.42,1925399.75,2850815.75,1502370.50,3295740.50,3454400.25,2894294.25,3288194.50,2064481.12,3374792.25,2935988.25,3013395.25,3332391.00,3795943.75,1885190.00,1469657.25,3390568.00,2529795.75
,193,193,6,131.045227,9.094,0.845744,[M-H]-,,L-Asparagine (1),C00152,C4H8N2O3,3.294,7.568485,131.045227,27264.22,0.00,0.00,0.00,0.00,0.00,14164.40,2351391.25,1142054.25,141950.23,453899.19,2559624.50,2612265.25,1558769.25,1745460.12,972579.69,1615697.12,3855055.75,2818266.25,1630519.62,2365285.00,1540733.38,2339628.75,2238058.00,625673.06,1595131.00,1391715.62
g,194,194,0,116.070610,6.451,0.248147,[M-H]-,,L-Valine (1),C00183,C5H11NO2,1.251,9.399392,116.070610,181172.42,211963.42,1544605.25,891996.88,820632.25,637648.44,1111632.88,30127874.00,24188942.00,9161998.00,16011683.00,39069048.00,34862848.00,24440106.00,28611210.00,20000998.00,27378092.00,37720496.00,36749504.00,30435562.00,29613810.00,31241094.00,36414832.00,33862532.00,14232890.00,29806794.00,29609920.00
,195,195,1,116.070671,7.129,0.805191,[M-H]-,,L-Valine (1),C00183,C5H11NO2,1.929,8.873552,116.070671,15272.36,46813.81,405314.88,222342.30,76969.17,103048.66,183114.00,5593866.50,6030210.50,2335146.25,3941017.50,7194572.50,5439480.50,4423292.50,5926727.00,1769789.25,4368012.00,9384611.00,5394316.50,6412495.50,6085173.50,9405317.00,6352525.00,7746077.50,2981541.00,6827235.50,6178153.50
g,196,196,0,130.086319,5.952,0.120961,[M-H]-,,L-Isoleucine (1),C00407,C6H13NO2,1.152,7.976161,130.086319,324547.41,529009.06,914428.38,815866.38,686176.12,682051.19,849741.75,43799968.00,33562456.00,13806656.00,23013908.00,51472820.00,47031144.00,32558876.00,40299980.00,28604122.00,38285920.00,51219784.00,52504772.00,43142232.00,42525944.00,42950944.00,47279176.00,44394876.00,17496570.00,40191232.00,40647276.00
,197,197,3,130.086334,6.476,0.577152,[M-H]-,,L-Isoleucine (1),C00407,C6H13NO2,1.676,7.858864,130.086334,49450.73,45966.92,155571.59,86669.98,190814.75,81027.97,35065.39,17007800.00,6391339.00,6339362.00,5079848.00,17168874.00,11286910.00,12714063.00,8820332.00,5630001.00,4454358.00,21742790.00,10539471.00,19858464.00,7591114.50,13278335.00,21251942.00,8602882.00,3739944.75,18755518.00,12013824.00
g,198,198,0,130.086319,5.952,0.120961,[M-H]-,,L-Leucine (1),C00123,C6H13NO2,1.402,7.976161,130.086319,324547.41,529009.06,914428.38,815866.38,686176.12,682051.19,849741.75,43799968.00,33562456.00,13806656.00,23013908.00,51472820.00,47031144.00,32558876.00,40299980.00,28604122.00,38285920.00,51219784.00,52504772.00,43142232.00,42525944.00,42950944.00,47279176.00,44394876.00,17496570.00,40191232.00,40647276.00
,199,199,3,130.086334,6.476,0.577152,[M-H]-,,L-Leucine (1),C00123,C6H13NO2,1.926,7.858864,130.086334,49450.73,45966.92,155571.59,86669.98,190814.75,81027.97,35065.39,17007800.00,6391339.00,6339362.00,5079848.00,17168874.00,11286910.00,12714063.00,8820332.00,5630001.00,4454358.00,21742790.00,10539471.00,19858464.00,7591114.50,13278335.00,21251942.00,8602882.00,3739944.75,18755518.00,12013824.00
g,200,200,20,130.061264,6.524,0.845680,[M-H]-,,Creatine (1),C00300,C4H9N3O2,1.024,7.156469,130.061264,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11258971.00,9155854.00,4204368.50,5860022.00,11121551.00,14235922.00,10097639.00,10390556.00,8590736.00,9854174.00,14490023.00,11511840.00,11123789.00,9641389.00,10221227.00,11386974.00,11863182.00,5546125.00,9657125.00,9549134.00
,201,201,20,130.050049,5.602,0.826340,[M-H]-,,4-Hydroxyproline (1),C01157,C5H9NO3,0.998,7.039758,130.050049,413005.53,651404.00,93614.60,268570.97,217963.42,119786.90,48012.45,3718257.50,1806406.75,704935.75,1243130.50,2641573.50,3854991.25,2723112.25,2797959.75,2213399.50,2744839.75,3264383.00,3069525.25,2655615.25,2340866.00,2537141.50,2704196.75,2905076.25,973616.88,2566652.75,2473065.25
,202,202,27,130.050034,6.287,0.834169,[M-H]-,,4-Hydroxyproline (1),C01157,C5H9NO3,0.313,7.157087,130.050034,864759.19,250644.88,375610.69,132361.83,203926.53,225958.98,220811.61,16630849.00,13927010.00,5002481.50,9020330.00,13324169.00,22183028.00,15609242.00,14232349.00,11444669.00,11912418.00,19788084.00,15469028.00,15548303.00,12983661.00,12134319.00,16968966.00,14729970.00,8279297.50,12926423.00,12424912.00
,203,203,0,130.050018,6.934,0.490399,[M-H]-,,4-Hydroxyproline (1),C01157,C5H9NO3,0.334,7.274417,130.050018,368145.09,147654.11,388624.41,257388.89,262202.22,160766.58,232481.05,5535062.50,4091089.25,1488127.25,2751422.00,5337138.50,6369467.00,4609555.50,4481231.50,3294284.25,3841572.50,6276094.00,5252989.50,4963473.50,4353427.50,4568922.00,5716597.00,5421095.00,2412532.50,4227585.00,4209320.00
,204,204,1,130.050003,8.147,0.756762,[M-H]-,,4-Hydroxyproline (1),C01157,C5H9NO3,1.547,7.391746,130.050003,49404.21,22203.59,26311.51,0.00,34772.80,31684.80,29126.66,922265.19,1005785.69,67694.58,442663.78,474055.50,1188386.00,1079095.75,1224292.50,973815.75,704554.31,970366.31,1262494.50,758077.38,930022.81,1011932.56,1539800.50,749929.31,416698.06,910038.12,708252.56
,205,205,21,129.102448,1.935,0.851178,[M-H]-,,N-Acetylputrescine (1),C02714,C6H14N2O,5.365,6.855050,129.102448,0.00,0.00,5253.73,17640.12,19414.51,34011.99,0.00,175820.09,165884.95,209599.84,204854.81,210249.09,127156.09,229030.97,221134.70,258602.97,198836.41,205486.14,199288.17,195943.69,359769.38,161071.25,199341.84,269050.66,81956.20,290933.03,225289.53
,206,206,1,128.034271,4.291,0.561487,[M-H]-,,5-Oxoproline (1),C01879,C5H7NO3,1.309,8.223171,128.034271,3627881.50,192908.78,5902235.00,6396032.00,3562008.00,2477603.50,5528186.00,52695456.00,54943504.00,55700672.00,21076854.00,20525776.00,26554530.00,38335856.00,32929212.00,17564318.00,24198146.00,47229696.00,31405670.00,38294236.00,28371662.00,16177295.00,43387548.00,23695766.00,18364488.00,30101698.00,18950788.00
,207,207,26,128.034256,5.990,0.828708,[M-H]-,,5-Oxoproline (1),C01879,C5H7NO3,0.390,8.342348,128.034256,3747092.50,6826634.50,10542728.00,4949095.00,7864960.50,4557840.50,6175730.00,66431544.00,52765760.00,18426256.00,31739492.00,53207132.00,61073712.00,51376140.00,52107744.00,41408812.00,42935992.00,68055432.00,64341028.00,47214980.00,45671684.00,46679000.00,55495044.00,51221224.00,28758960.00,42207824.00,42319932.00
g,208,208,0,128.034241,6.510,0.124456,[M-H]-,,5-Oxoproline (1),C01879,C5H7NO3,0.910,8.461524,128.034241,4573837.00,3238600.00,5973854.00,5578545.50,4373113.00,4449917.50,3826785.50,79639272.00,63229120.00,42436496.00,54751700.00,77676184.00,95490096.00,70834056.00,69069888.00,59675636.00,61404800.00,90643512.00,71844888.00,98071680.00,65151772.00,62363540.00,75614976.00,78023912.00,52444240.00,66755152.00,61914552.00
g,209,209,24,124.006363,6.004,0.824086,[M-H]-,,Taurine (1),C00245,C2H7NO3S,1.004,8.305700,124.006363,39000.66,441194.12,614791.31,135390.56,115626.95,111140.27,123275.99,392026464.00,316361152.00,129048408.00,182751680.00,329609984.00,430916480.00,338411040.00,307712352.00,245906256.00,333174208.00,505676544.00,416265664.00,378633312.00,324028128.00,377084160.00,457385280.00,448171552.00,206285872.00,353986944.00,366582912.00
,210,210,2,124.006363,7.161,0.763094,[M-H]-,,Taurine (1),C00245,C2H7NO3S,2.161,8.305700,124.006363,0.00,0.00,0.00,0.00,0.00,0.00,9695.56,34478.85,48785.34,77316.73,156150.45,49923.83,73811.17,103428.96,105417.66,98904.07,29028.87,17153.81,59115.36,349797.69,35036.57,107422.42,50051.47,41868.64,17934.20,143607.12,56329.98
,211,211,4,124.006409,8.997,0.818247,[M-H]-,,Taurine (1),C00245,C2H7NO3S,3.997,7.936558,124.006409,0.00,0.00,13512.23,0.00,0.00,0.00,0.00,19875.07,14111.62,0.00,8958.81,847524.50,65398.24,26105.45,16384.16,108086.83,9410.04,71855.05,29397.34,101726.05,21195.78,742449.69,22970.19,255053.86,0.00,48429.91,743892.94
,212,212,2,124.006378,9.658,0.733041,[M-H]-,,Taurine (1),C00245,C2H7NO3S,4.658,8.182653,124.006378,0.00,0.00,0.00,0.00,0.00,15853.49,0.00,19606.51,14361.05,28966.68,13545.79,317387.41,0.00,0.00,311908.47,20419.50,165306.56,124479.88,179676.05,24734.35,0.00,452020.25,124545.52,147248.41,0.00,92970.98,461421.03
,213,213,1,124.006348,15.913,0.588897,[M-H]-,,Taurine (1),C00245,C2H7NO3S,10.913,8.428748,124.006348,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69977.97,0.00,0.00,9023.36,0.00,11138.31,17059.98,9555.89,8107.78,0.00,0.00,14313.28,0.00,233080.92,0.00,0.00,7684.01,29147.51,0.00,14385.62
,214,214,1,124.006332,16.369,0.822812,[M-H]-,,Taurine (1),C00245,C2H7NO3S,11.369,8.551795,124.006332,0.00,0.00,0.00,22704.15,0.00,7063.63,6588.94,49726.45,0.00,0.00,26849.53,8433.54,22822.19,12455.39,6599.83,0.00,0.00,0.00,0.00,0.00,359985.41,13940.54,0.00,0.00,51683.65,6705.18,0.00
,215,215,2,124.006325,16.786,0.747670,[M-H]-,,Taurine (1),C00245,C2H7NO3S,11.786,8.613319,124.006325,0.00,0.00,0.00,0.00,0.00,0.00,46512.50,85988.76,9436.26,7121.07,17943.68,5966.80,0.00,11352.42,5746.16,0.00,5388.35,0.00,0.00,6004.42,210217.48,24508.84,0.00,6265.44,10928.67,0.00,5367.69
,216,216,7,118.049850,6.965,0.707679,[M-H]-,,L-Homoserine (1),C00263,C4H9NO3,1.465,9.435684,118.049850,245712.75,71162.41,79644.40,16814.51,37631.84,13655.47,20641.92,3725445.00,4399203.50,5509696.50,5835411.50,9493680.00,4588596.00,2385831.25,2131514.75,4759171.00,2153437.25,13093088.00,9519416.00,20490360.00,2633590.00,2528558.25,3582865.75,3260372.00,3368320.75,4031890.75,2574218.50
g,217,217,16,118.049858,7.813,0.792382,[M-H]-,,L-Homoserine (1),C00263,C4H9NO3,2.313,9.371056,118.049858,703068.88,124249.33,162202.89,42461.97,72884.20,59743.17,78021.71,28008896.00,25707852.00,9778817.00,19254292.00,36594308.00,31186358.00,24346974.00,26162602.00,21220624.00,25132550.00,35787184.00,29767820.00,35173276.00,25897874.00,25848716.00,31061728.00,29561552.00,16020528.00,26238868.00,24123530.00
,218,218,6,118.049850,8.949,0.804594,[M-H]-,,L-Homoserine (1),C00263,C4H9NO3,3.449,9.435684,118.049850,0.00,0.00,15653.00,0.00,0.00,0.00,0.00,3428330.50,2693566.50,560217.75,1755437.50,4056320.00,4222860.00,2942810.75,3157734.00,2311005.00,3076947.75,4425462.00,2488101.25,2671674.00,3188760.25,2845768.25,2929689.00,3530641.00,1496478.00,2637861.50,3027803.75
g,219,219,2,118.049858,7.813,0.770297,[M-H]-,,L-Threonine (1),C00188,C4H9NO3,2.213,9.371056,118.049858,674046.25,124249.33,146549.89,42461.97,72884.20,59743.17,78021.71,24534532.00,22791620.00,9087774.00,17498850.00,32266050.00,26907328.00,21350788.00,22728860.00,18705858.00,21991370.00,31334532.00,26798210.00,31516750.00,22687014.00,22642472.00,27924818.00,25682362.00,14319796.00,23378984.00,20983252.00
,220,220,12,118.049850,8.149,0.730455,[M-H]-,,L-Threonine (1),C00188,C4H9NO3,2.549,9.435684,118.049850,83877.66,0.00,0.00,0.00,12338.43,0.00,10946.49,4858105.00,7023835.50,1466250.00,4321810.00,16187797.00,6324604.00,6562078.50,6664338.50,6107053.50,6242813.50,7502844.50,6419201.00,6114474.00,6186245.50,6447699.50,8016907.00,5041504.50,3217424.25,6734953.50,2892999.50
,221,221,6,118.049843,8.949,0.804594,[M-H]-,,L-Threonine (1),C00188,C4H9NO3,3.349,9.500312,118.049843,0.00,0.00,15653.00,0.00,0.00,0.00,0.00,3428330.50,2693566.50,560217.75,1755437.50,4056320.00,4222860.00,2942810.75,3157734.00,2311005.00,3076947.75,4425462.00,2488101.25,2671674.00,3188760.25,2845768.25,2929689.00,3530641.00,1496478.00,2637861.50,3027803.75
,222,222,1,117.018295,1.713,0.552012,[M-H]-,,Succinic acid (1),C00042,C4H6O4,3.537,8.866891,117.018295,9267.08,7160.97,1122751.00,443917.97,576015.88,452415.50,103266.17,1642090.25,772882.12,4991366.00,6309570.50,4372447.50,387725.56,492300.06,840594.31,484566.12,613832.44,9890654.00,2639425.75,3242501.75,6031114.00,9636881.00,4144606.25,10358209.00,6780671.50,10860002.00,8880918.00
g,223,223,26,117.018242,6.253,0.753170,[M-H]-,,Succinic acid (1),C00042,C4H6O4,1.003,9.323275,117.018242,21837264.00,8231782.00,8469126.00,8391054.00,7878233.00,8082604.50,6462930.50,33827396.00,28321740.00,21641634.00,28148912.00,33132570.00,37193284.00,34261996.00,38223968.00,33675048.00,36700960.00,35750092.00,37068588.00,35714572.00,33176482.00,35151368.00,36192844.00,32528878.00,24573884.00,35808944.00,34114792.00
,224,224,6,130.997711,6.353,0.848757,[M-H]-,,Oxalacetic acid (1),C00036,C4H4O5,-1.000,6.755872,130.997711,0.00,0.00,11406.51,17587.55,15523.71,10832.56,16518.93,72920.47,23396.92,629572.00,465070.03,110621.80,124696.78,219410.81,308402.62,328049.47,213579.70,122832.23,95588.27,140711.14,39497.30,155124.91,99256.06,111054.88,9235.45,243821.08,12586.79
,225,225,8,130.997543,7.798,0.834958,[M-H]-,,Oxalacetic acid (1),C00036,C4H4O5,-1.000,8.037158,130.997543,0.00,0.00,16666.94,11125.97,17335.03,20761.98,31993.84,290115.97,203816.00,151960.12,216454.08,604474.75,852281.69,216226.19,707890.44,52694.72,401538.94,813255.62,1244766.50,117557.88,1433077.25,518194.41,785026.81,939363.00,208092.81,158231.94,617642.19
,226,226,19,455.097717,6.366,0.851337,[M-H]-,,Flavin mononucleotide (1),C00061,C17H21N4O9P,-1.000,0.804687,455.097717,0.00,0.00,0.00,0.00,0.00,0.00,0.00,373511.06,237214.67,42354.66,207773.94,480400.72,597316.50,370722.62,368536.00,166817.48,331652.75,492942.72,375336.00,319106.34,338683.22,358606.47,498316.19,400183.19,188068.70,356798.31,279650.38
,227,227,3,442.143158,2.047,0.834235,[M-H]-,,Dihydrofolic acid (1),C00415,C19H21N7O6,-1.000,11.112409,442.143158,0.00,0.00,76876.32,40017.85,73679.88,151528.08,0.00,0.00,0.00,7485.79,8331.22,110017.00,17910.47,0.00,6196.52,14076.31,20169.80,19862.11,0.00,20236.88,42002.52,36379.77,10146.34,33391.05,31381.29,8108.58,0.00
g,228,228,18,442.016846,7.166,0.767587,[M-H]-,,GDP (1),C00035,C10H15N5O11P2,1.366,0.483291,442.016846,0.00,0.00,404757.84,15743.52,0.00,68817.79,44441.96,17809306.00,9581117.00,789643.62,3276956.50,10556611.00,15652902.00,10898632.00,12507723.00,7334914.00,9107310.00,14475823.00,13379436.00,766347.88,10673771.00,9721009.00,9740542.00,12568794.00,4593698.00,10087778.00,8326046.00
,229,229,20,440.132263,6.368,0.851736,[M-H]-,,Folate (1),C00504,C19H19N7O6,-1.000,0.346686,440.132263,66186.62,16831.88,13696.03,0.00,0.00,0.00,0.00,750412.50,447262.62,232887.23,355095.00,331610.19,319177.50,234957.97,293308.38,217777.06,235533.80,338107.78,486574.97,173162.81,341396.81,324149.53,527789.12,358386.00,389554.91,317290.28,349861.19
g,230,230,2,426.022308,7.039,0.730599,[M-H]-,,dGDP (1),C00361,C10H15N5O10P2,1.389,0.358169,426.022308,5151873.50,1659718.88,5749468.00,2499169.50,1945626.38,2420080.00,2260527.75,133446808.00,85929328.00,12338110.00,36977416.00,95733832.00,128164592.00,93890888.00,103388824.00,68594872.00,80062864.00,122024808.00,102410112.00,13004185.00,88887640.00,80244616.00,83267264.00,97731584.00,42103128.00,84574544.00,69551224.00
g,231,231,4,426.022430,7.039,0.804696,[M-H]-,,ADP (1),C00008,C10H15N5O10P2,1.389,0.644704,426.022430,5668693.50,1685955.00,5884082.00,2660979.25,2002525.75,2466127.00,2343112.00,133767936.00,86145464.00,12378042.00,37024420.00,95901896.00,128363248.00,94024384.00,103575664.00,68744152.00,80235632.00,122199184.00,102596656.00,13004185.00,89017304.00,80399720.00,83464952.00,97949184.00,42273708.00,84755576.00,69794880.00
,232,232,4,424.031647,5.936,0.752757,[M-H]-,,Thiamine pyrophosphate (1),C00068,C12H19N4O7P2S,-1.000,14.249866,424.031647,0.00,0.00,0.00,0.00,0.00,0.00,0.00,185139.31,143980.22,110899.67,165199.16,0.00,95695.85,74255.10,79055.28,157844.06,37182.98,67962.27,50159.09,55920.43,87803.30,0.00,179453.55,37373.32,171897.03,36636.16,0.00
